Date,Product,SKU,Quantity,Unit Type,Price Per Unit ($),Multiplier,Owner,Repository Slug,Username,Actions Workflow,Notes
2024-07-31,Codespaces - Linux,Prebuild storage,2.1816,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-07-31,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-01,Codespaces - Linux,Prebuild storage,2.1816,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-01,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-02,Codespaces - Linux,Prebuild storage,2.1816,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-02,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-03,Codespaces - Linux,Prebuild storage,2.1816,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-03,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-04,Codespaces - Linux,Prebuild storage,2.1816,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-04,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-05,Codespaces - Linux,Prebuild storage,2.1816,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-05,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-06,Codespaces - Linux,Prebuild storage,2.1816,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-06,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-07,Codespaces - Linux,Prebuild storage,2.1816,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-07,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-08,Actions,Compute - UBUNTU,20,minute,0.008,1.0,Vaathii,cutie,github-codespaces[bot],Create Codespaces Prebuilds,
2024-08-08,Codespaces - Linux,Prebuild storage,2.1843,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-08,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-09,Actions,Compute - UBUNTU,43,minute,0.008,1.0,Vaathii,cutie,github-codespaces[bot],Create Codespaces Prebuilds,
2024-08-09,Codespaces - Linux,Prebuild storage,2.211,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-09,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-10,Actions,Compute - UBUNTU,41,minute,0.008,1.0,Vaathii,cutie,github-codespaces[bot],Create Codespaces Prebuilds,
2024-08-10,Codespaces - Linux,Prebuild storage,2.2108,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-10,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-11,Actions,Compute - UBUNTU,24,minute,0.008,1.0,Vaathii,cutie,github-codespaces[bot],Create Codespaces Prebuilds,
2024-08-11,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-11,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-12,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-12,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-13,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-13,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-14,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-14,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-15,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-15,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-16,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-16,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-17,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-17,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-18,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-18,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-19,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-19,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-20,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-20,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-21,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-21,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-22,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-22,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-23,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-23,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-24,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-24,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-25,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-25,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-26,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-26,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-27,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-27,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-28,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-28,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-29,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-29,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-30,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-30,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-08-31,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-08-31,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-09-01,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-01,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-09-02,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-02,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-09-03,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-03,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-09-04,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-04,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-09-05,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-05,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-09-06,Actions,Compute - UBUNTU,44,minute,0.008,1.0,Vaathii,cutie,github-codespaces[bot],Create Codespaces Prebuilds,
2024-09-06,Codespaces - Linux,Prebuild storage,2.2103,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-06,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-09-07,Actions,Compute - UBUNTU,45,minute,0.008,1.0,Vaathii,cutie,github-codespaces[bot],Create Codespaces Prebuilds,
2024-09-07,Codespaces - Linux,Prebuild storage,2.2103,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-07,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-09-08,Actions,Compute - UBUNTU,23,minute,0.008,1.0,Vaathii,cutie,github-codespaces[bot],Create Codespaces Prebuilds,
2024-09-08,Codespaces - Linux,Prebuild storage,2.2103,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-08,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-09-09,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-09,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-09-10,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-10,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-09-11,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-11,Codespaces - Linux,Storage,0.0264,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-09-12,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-12,Codespaces - Linux,Storage,0.0033,gb-month,0.07,1.0,Vaathii,cutie,Vaathii,,
2024-09-12,Codespaces - Linux,Compute - 2 core,0.0377,hour,0.18,1.0,Vaathii,cutie,Vaathii,,
2024-09-13,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-14,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-15,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-16,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-17,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-18,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-19,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-20,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-21,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-22,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-23,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-24,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-25,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-26,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-27,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-28,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-29,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-09-30,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-10-01,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-10-02,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-10-03,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-10-04,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-10-05,Codespaces - Linux,Prebuild storage,2.2104,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-10-06,Actions,Compute - UBUNTU,31,minute,0.008,1.0,Vaathii,cutie,github-codespaces[bot],Create Codespaces Prebuilds,
2024-10-06,Codespaces - Linux,Prebuild storage,1.8627,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-10-07,Codespaces - Linux,Prebuild storage,1.7472,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-10-08,Codespaces - Linux,Prebuild storage,1.7472,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-10-09,Codespaces - Linux,Prebuild storage,1.7472,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-10-10,Actions,Compute - UBUNTU,32,minute,0.008,1.0,Vaathii,cutie,github-codespaces[bot],Create Codespaces Prebuilds,
2024-10-10,Codespaces - Linux,Prebuild storage,1.7468,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-10-11,Actions,Compute - UBUNTU,61,minute,0.008,1.0,Vaathii,cutie,github-codespaces[bot],Create Codespaces Prebuilds,
2024-10-11,Codespaces - Linux,Prebuild storage,1.7475,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-10-12,Actions,Compute - UBUNTU,68,minute,0.008,1.0,Vaathii,cutie,github-codespaces[bot],Create Codespaces Prebuilds,
2024-10-12,Codespaces - Linux,Prebuild storage,1.7448,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-10-13,Actions,Compute - UBUNTU,37,minute,0.008,1.0,Vaathii,cutie,github-codespaces[bot],Create Codespaces Prebuilds,
2024-10-13,Codespaces - Linux,Prebuild storage,1.7447,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
2024-10-14,Codespaces - Linux,Prebuild storage,0.1274,gb-month,0.07,1.0,Vaathii,cutie,,Create Codespaces Prebuilds,
